"REID","Record Type Desc","Parcel Status Desc","Property Class Desc","Sale Date","Sale Price","Sale Type Desc","Sale Status Desc","Sale Disqualification Reason Desc","Ownership Document Number"
59922,Sale,ACTIVE,RESIDENTIAL,"5/27/2022 12:00:01 AM",407500.00,PACKAGE,QUALIFIED,,2330445
59931,Sale,ACTIVE,RESIDENTIAL,"12/6/2022 12:00:01 AM",387500.00,PACKAGE,QUALIFIED,,2355338
60018,Sale,ACTIVE,RESIDENTIAL,"6/6/2022 12:00:01 AM",935000.00,PACKAGE,QUALIFIED,,2331558
60033,Sale,ACTIVE,RESIDENTIAL,"2/9/2022 12:00:01 AM",350000.00,PACKAGE,QUALIFIED,,2314235
60137,Sale,ACTIVE,RESIDENTIAL,"6/20/2022 12:00:01 AM",296000.00,PACKAGE,QUALIFIED,,2333470
60245,Sale,ACTIVE,RESIDENTIAL,"3/8/2022 12:00:01 AM",517000.00,PACKAGE,QUALIFIED,,2317951
60293,Sale,ACTIVE,RESIDENTIAL,"1/10/2022 12:00:01 AM",895500.00,PACKAGE,QUALIFIED,,2309308
60316,Sale,ACTIVE,RESIDENTIAL,"10/25/2022 12:00:01 AM",249500.00,PACKAGE,QUALIFIED,,2350989
60383,Sale,ACTIVE,RESIDENTIAL,"5/3/2022 12:00:01 AM",115000.00,LAND,QUALIFIED,,2326672
60429,Sale,ACTIVE,RESIDENTIAL,"12/29/2022 12:00:02 AM",750000.00,PACKAGE,QUALIFIED,,2357743
60472,Sale,ACTIVE,RESIDENTIAL,"6/9/2022 12:00:01 AM",1830000.00,PACKAGE,QUALIFIED,,2332278
60500,Sale,ACTIVE,RESIDENTIAL,"9/16/2022 12:00:01 AM",110000.00,PACKAGE,QUALIFIED,,2346239
60533,Sale,ACTIVE,RESIDENTIAL,"5/11/2022 12:00:01 AM",640000.00,PACKAGE,QUALIFIED,,2327873
60541,Sale,ACTIVE,RESIDENTIAL,"4/11/2022 12:00:01 AM",820000.00,PACKAGE,QUALIFIED,,2323123
60568,Sale,ACTIVE,COMMERCIAL,"3/11/2022 12:00:01 AM",40000.00,LAND,QUALIFIED,,2318754
60572,Sale,ACTIVE,RESIDENTIAL,"1/31/2022 12:00:01 AM",1200000.00,PACKAGE,QUALIFIED,,2312755
60583,Sale,ACTIVE,RESIDENTIAL,"9/22/2022 12:00:01 AM",153900.00,PACKAGE,QUALIFIED,,2346978
60590,Sale,ACTIVE,RESIDENTIAL,"8/18/2022 12:00:01 AM",154000.00,PACKAGE,QUALIFIED,,2342641
60606,Sale,ACTIVE,RESIDENTIAL,"3/4/2022 12:00:01 AM",585000.00,PACKAGE,QUALIFIED,,2317535
60607,Sale,ACTIVE,RESIDENTIAL,"6/16/2022 12:00:01 AM",950000.00,PACKAGE,QUALIFIED,,2333191
60631,Sale,ACTIVE,RESIDENTIAL,"4/13/2022 12:00:01 AM",430000.00,PACKAGE,QUALIFIED,,2323612
60645,Sale,ACTIVE,RESIDENTIAL,"2/15/2022 12:00:01 AM",214500.00,PACKAGE,QUALIFIED,,2314952
60669,Sale,ACTIVE,RESIDENTIAL,"3/25/2022 12:00:01 AM",625000.00,PACKAGE,QUALIFIED,,2320743
60682,Sale,ACTIVE,RESIDENTIAL,"8/26/2022 12:00:01 AM",565000.00,PACKAGE,QUALIFIED,,2343684
60685,Sale,ACTIVE,COMMERCIAL,"3/11/2022 12:00:01 AM",40000.00,LAND,QUALIFIED,,2318754
60704,Sale,ACTIVE,RESIDENTIAL,"7/18/2022 12:00:01 AM",650000.00,PACKAGE,QUALIFIED,,2337520
60764,Sale,ACTIVE,RESIDENTIAL,"5/27/2022 12:00:01 AM",1651000.00,PACKAGE,QUALIFIED,,2330424
60790,Sale,ACTIVE,RESIDENTIAL,"4/8/2022 12:00:01 AM",130000.00,PACKAGE,QUALIFIED,,2322844
60793,Sale,ACTIVE,RESIDENTIAL,"4/4/2022 12:00:01 AM",495000.00,PACKAGE,QUALIFIED,,2322192
60804,Sale,ACTIVE,RESIDENTIAL,"8/17/2022 12:00:01 AM",799000.00,PACKAGE,QUALIFIED,,2341701
60824,Sale,ACTIVE,RESIDENTIAL,"9/26/2022 12:00:01 AM",1025000.00,PACKAGE,QUALIFIED,,2347315
60887,Sale,ACTIVE,RESIDENTIAL,"6/13/2022 12:00:01 AM",149000.00,PACKAGE,QUALIFIED,,2332719
60900,Sale,ACTIVE,RESIDENTIAL,"6/2/2022 12:00:01 AM",1900000.00,PACKAGE,QUALIFIED,,2331164
60905,Sale,ACTIVE,RESIDENTIAL,"5/27/2022 12:00:01 AM",142500.00,PACKAGE,QUALIFIED,,2330400
60916,Sale,ACTIVE,RESIDENTIAL,"3/21/2022 12:00:01 AM",200000.00,PACKAGE,QUALIFIED,,2319955
60928,Sale,ACTIVE,RESIDENTIAL,"2/1/2022 12:00:01 AM",3200000.00,PACKAGE,QUALIFIED,,2312901
60995,Sale,ACTIVE,RESIDENTIAL,"7/8/2022 12:00:01 AM",157000.00,PACKAGE,QUALIFIED,,2336446
61015,Sale,ACTIVE,RESIDENTIAL,"5/16/2022 12:00:01 AM",665000.00,PACKAGE,QUALIFIED,,2328429
61064,Sale,ACTIVE,RESIDENTIAL,"3/11/2022 12:00:01 AM",154000.00,PACKAGE,QUALIFIED,,2318620
61065,Sale,ACTIVE,RESIDENTIAL,"10/26/2022 12:00:01 AM",310000.00,PACKAGE,QUALIFIED,,2351219
61070,Sale,ACTIVE,RESIDENTIAL,"7/5/2022 12:00:01 AM",185000.00,PACKAGE,QUALIFIED,,2335718
61078,Sale,ACTIVE,RESIDENTIAL,"6/23/2022 12:00:01 AM",162500.00,PACKAGE,QUALIFIED,,2334066
61080,Sale,ACTIVE,RESIDENTIAL,"3/15/2022 12:00:01 AM",150000.00,PACKAGE,QUALIFIED,,2319162
61082,Sale,ACTIVE,RESIDENTIAL,"1/24/2022 12:00:01 AM",152000.00,PACKAGE,QUALIFIED,,2311285
61091,Sale,ACTIVE,RESIDENTIAL,"4/1/2022 12:00:01 AM",157000.00,PACKAGE,QUALIFIED,,2321893
61097,Sale,ACTIVE,RESIDENTIAL,"8/19/2022 12:00:01 AM",144900.00,PACKAGE,QUALIFIED,,2342785
61103,Sale,ACTIVE,RESIDENTIAL,"3/29/2022 12:00:01 AM",137000.00,PACKAGE,QUALIFIED,,2321224
61104,Sale,ACTIVE,RESIDENTIAL,"6/30/2022 10:00:00 AM",152000.00,PACKAGE,QUALIFIED,,2335159
61129,Sale,ACTIVE,RESIDENTIAL,"6/9/2022 12:00:01 AM",560000.00,PACKAGE,QUALIFIED,,2332348
61138,Sale,ACTIVE,RESIDENTIAL,"5/20/2022 12:00:01 AM",554900.00,PACKAGE,QUALIFIED,,2329218
61161,Sale,ACTIVE,RESIDENTIAL,"1/19/2022 12:00:02 AM",295000.00,PACKAGE,QUALIFIED,,2310598
61187,Sale,ACTIVE,RESIDENTIAL,"4/5/2022 12:00:01 AM",250000.00,PACKAGE,QUALIFIED,,2322290
61203,Sale,ACTIVE,RESIDENTIAL,"9/2/2022 12:00:01 AM",160000.00,PACKAGE,QUALIFIED,,2344807
61207,Sale,ACTIVE,RESIDENTIAL,"2/28/2022 12:00:01 AM",635000.00,PACKAGE,QUALIFIED,,2316915
61223,Sale,ACTIVE,RESIDENTIAL,"8/1/2022 12:00:01 AM",144000.00,PACKAGE,QUALIFIED,,2339539
61225,Sale,ACTIVE,RESIDENTIAL,"3/3/2022 12:00:01 AM",120000.00,LAND,QUALIFIED,,2317349
61228,Sale,ACTIVE,RESIDENTIAL,"10/4/2022 12:00:01 AM",430000.00,LAND,QUALIFIED,,2348566
61236,Sale,ACTIVE,RESIDENTIAL,"4/25/2022 12:00:01 AM",150187.00,PACKAGE,QUALIFIED,,2325218
61262,Sale,ACTIVE,RESIDENTIAL,"6/6/2022 12:00:01 AM",715000.00,PACKAGE,QUALIFIED,,2331589
61312,Sale,ACTIVE,RESIDENTIAL,"3/8/2022 12:00:01 AM",2650000.00,PACKAGE,QUALIFIED,,2318032
61320,Sale,ACTIVE,RESIDENTIAL,"5/20/2022 12:00:01 AM",1810000.00,PACKAGE,QUALIFIED,,2329328
61330,Sale,ACTIVE,RESIDENTIAL,"9/30/2022 12:00:01 AM",1465000.00,PACKAGE,QUALIFIED,,2348127
61344,Sale,ACTIVE,RESIDENTIAL,"4/1/2022 12:00:01 AM",975000.00,PACKAGE,QUALIFIED,,2321836
61372,Sale,ACTIVE,RESIDENTIAL,"7/12/2022 12:00:01 AM",1325000.00,PACKAGE,QUALIFIED,,2336778
61390,Sale,ACTIVE,RESIDENTIAL,"10/18/2022 12:00:01 AM",290000.00,PACKAGE,QUALIFIED,,2350261
61399,Sale,ACTIVE,RESIDENTIAL,"2/15/2022 12:00:01 AM",315000.00,PACKAGE,QUALIFIED,,2315152
61454,Sale,ACTIVE,RESIDENTIAL,"10/5/2022 12:00:01 AM",140000.00,PACKAGE,QUALIFIED,,2348696
61463,Sale,ACTIVE,RESIDENTIAL,"5/12/2022 12:00:01 AM",140000.00,PACKAGE,QUALIFIED,,2328060
61466,Sale,ACTIVE,RESIDENTIAL,"4/14/2022 12:00:01 AM",118000.00,PACKAGE,QUALIFIED,,2323708
61467,Sale,ACTIVE,RESIDENTIAL,"4/28/2022 12:00:01 AM",135000.00,PACKAGE,QUALIFIED,,2325800
61470,Sale,ACTIVE,RESIDENTIAL,"11/2/2022 12:00:01 AM",135000.00,PACKAGE,QUALIFIED,,2351828
61486,Sale,ACTIVE,RESIDENTIAL,"3/3/2022 12:00:01 AM",129500.00,PACKAGE,QUALIFIED,,2317325
61498,Sale,ACTIVE,RESIDENTIAL,"8/10/2022 12:00:01 AM",200000.00,PACKAGE,QUALIFIED,,2340823
61520,Sale,ACTIVE,RESIDENTIAL,"1/27/2022 12:00:01 AM",110000.00,PACKAGE,QUALIFIED,,2312284
61549,Sale,ACTIVE,RESIDENTIAL,"2/24/2022 12:00:01 AM",425000.00,PACKAGE,QUALIFIED,,2316398
61558,Sale,ACTIVE,RESIDENTIAL,"7/13/2022 12:00:01 AM",642500.00,PACKAGE,QUALIFIED,,2336983
61573,Sale,ACTIVE,RESIDENTIAL,"12/27/2022 12:00:01 AM",319000.00,LAND,QUALIFIED,,2357453
61587,Sale,ACTIVE,RESIDENTIAL,"5/31/2022 12:00:01 AM",1800000.00,PACKAGE,QUALIFIED,,2330705
61604,Sale,ACTIVE,RESIDENTIAL,"12/15/2022 12:00:01 AM",320000.00,PACKAGE,QUALIFIED,,2356331
61607,Sale,ACTIVE,RESIDENTIAL,"6/9/2022 12:00:01 AM",190000.00,PACKAGE,QUALIFIED,,2332354
61631,Sale,ACTIVE,RESIDENTIAL,"1/7/2022 12:00:01 AM",136000.00,PACKAGE,QUALIFIED,,2309106
61644,Sale,ACTIVE,RESIDENTIAL,"5/9/2022 12:00:01 AM",76000.00,PACKAGE,QUALIFIED,,2327443
61647,Sale,ACTIVE,RESIDENTIAL,"8/1/2022 12:00:01 AM",77000.00,PACKAGE,QUALIFIED,,2339432
61658,Sale,ACTIVE,RESIDENTIAL,"1/27/2022 12:00:01 AM",305000.00,PACKAGE,QUALIFIED,,2312293
61714,Sale,ACTIVE,COMMERCIAL,"6/2/2022 12:00:01 AM",1035000.00,PACKAGE,QUALIFIED,,2331136
61715,Sale,ACTIVE,RESIDENTIAL,"6/6/2022 12:00:01 AM",141000.00,PACKAGE,QUALIFIED,,2331681
61728,Sale,ACTIVE,RESIDENTIAL,"2/25/2022 12:00:01 AM",172000.00,PACKAGE,QUALIFIED,,2316771
61729,Sale,ACTIVE,RESIDENTIAL,"3/3/2022 12:00:01 AM",163500.00,PACKAGE,QUALIFIED,,2317434
61731,Sale,ACTIVE,COMMERCIAL,"6/1/2022 12:00:01 AM",1125000.00,PACKAGE,QUALIFIED,,2330943
61737,Sale,ACTIVE,COMMERCIAL,"6/1/2022 12:00:01 AM",1125000.00,PACKAGE,QUALIFIED,,2330943
61773,Sale,ACTIVE,RESIDENTIAL,"3/14/2022 12:00:01 AM",237500.00,PACKAGE,QUALIFIED,,2318989
61777,Sale,ACTIVE,RESIDENTIAL,"7/29/2022 12:00:01 AM",239000.00,PACKAGE,QUALIFIED,,2339252
61786,Sale,ACTIVE,RESIDENTIAL,"7/27/2022 12:00:01 AM",349000.00,PACKAGE,QUALIFIED,,2338725
61787,Sale,ACTIVE,RESIDENTIAL,"1/18/2022 12:00:01 AM",295000.00,PACKAGE,QUALIFIED,,2310313
61808,Sale,ACTIVE,RESIDENTIAL,"8/23/2022 10:00:00 AM",360000.00,PACKAGE,QUALIFIED,,2343209
61839,Sale,ACTIVE,RESIDENTIAL,"6/1/2022 12:00:01 AM",754900.00,PACKAGE,QUALIFIED,,2330962
61880,Sale,ACTIVE,RESIDENTIAL,"8/2/2022 12:00:01 AM",1350000.00,PACKAGE,QUALIFIED,,2339664
61904,Sale,ACTIVE,RESIDENTIAL,"4/5/2022 12:00:01 AM",430000.00,PACKAGE,QUALIFIED,,2322395
61914,Sale,ACTIVE,RESIDENTIAL,"6/3/2022 12:00:01 AM",452000.00,PACKAGE,QUALIFIED,,2331420
61944,Sale,ACTIVE,RESIDENTIAL,"10/27/2022 12:00:01 AM",1900000.00,PACKAGE,QUALIFIED,,2351302
61956,Sale,ACTIVE,RESIDENTIAL,"2/10/2022 12:00:01 AM",208000.00,PACKAGE,QUALIFIED,,2314325
62012,Sale,ACTIVE,RESIDENTIAL,"3/14/2022 12:00:01 AM",390000.00,LAND,QUALIFIED,,2318973
62051,Sale,ACTIVE,RESIDENTIAL,"4/11/2022 12:00:01 AM",105000.00,LAND,QUALIFIED,,2323156
62128,Sale,ACTIVE,RESIDENTIAL,"9/16/2022 12:00:01 AM",147772.00,LAND,QUALIFIED,,2346202
62142,Sale,ACTIVE,RESIDENTIAL,"4/18/2022 12:00:01 AM",275000.00,PACKAGE,QUALIFIED,,2324174
62182,Sale,ACTIVE,RESIDENTIAL,"7/8/2022 12:00:01 AM",399000.00,PACKAGE,QUALIFIED,,2336401
62183,Sale,ACTIVE,RESIDENTIAL,"3/10/2022 12:00:01 AM",530000.00,PACKAGE,QUALIFIED,,2318369
62300,Sale,ACTIVE,RESIDENTIAL,"5/10/2022 12:00:01 AM",321000.00,PACKAGE,QUALIFIED,,2327676
62319,Sale,ACTIVE,RESIDENTIAL,"4/4/2022 12:00:01 AM",150000.00,LAND,QUALIFIED,,2322152
62368,Sale,ACTIVE,RESIDENTIAL,"4/18/2022 12:00:01 AM",295000.00,PACKAGE,QUALIFIED,,2323981
62399,Sale,ACTIVE,RESIDENTIAL,"5/9/2022 12:00:01 AM",285000.00,PACKAGE,QUALIFIED,,2327392
62400,Sale,ACTIVE,RESIDENTIAL,"4/1/2022 12:00:01 AM",525000.00,PACKAGE,QUALIFIED,,2321735
62460,Sale,ACTIVE,RESIDENTIAL,"8/26/2022 12:00:01 AM",156000.00,LAND,QUALIFIED,,2343649
62525,Sale,ACTIVE,RESIDENTIAL,"2/18/2022 12:00:01 AM",240000.00,PACKAGE,QUALIFIED,,2315623
62559,Sale,ACTIVE,RESIDENTIAL,"4/26/2022 12:00:01 AM",245000.00,PACKAGE,QUALIFIED,,2325410
62663,Sale,ACTIVE,COMMERCIAL,"6/24/2022 12:00:01 AM",115000.00,LAND,QUALIFIED,,2334364
62732,Sale,ACTIVE,RESIDENTIAL,"4/28/2022 12:00:01 AM",34900.00,LAND,QUALIFIED,,2325871
62770,Sale,ACTIVE,RESIDENTIAL,"2/3/2022 12:00:01 AM",465000.00,PACKAGE,QUALIFIED,,2313420
62813,Sale,ACTIVE,RESIDENTIAL,"6/16/2022 12:00:01 AM",205000.00,PACKAGE,QUALIFIED,,2333286
62833,Sale,ACTIVE,RESIDENTIAL,"2/11/2022 12:00:01 AM",138900.00,PACKAGE,QUALIFIED,,2314588
62854,Sale,ACTIVE,RESIDENTIAL,"6/1/2022 12:00:01 AM",26000.00,LAND,QUALIFIED,,2331015
62882,Sale,ACTIVE,RESIDENTIAL,"6/9/2022 12:00:01 AM",240000.00,PACKAGE,QUALIFIED,,2332233
62925,Sale,ACTIVE,RESIDENTIAL,"1/28/2022 12:00:01 AM",259000.00,PACKAGE,QUALIFIED,,2312440
62975,Sale,ACTIVE,RESIDENTIAL,"2/1/2022 12:00:01 AM",250000.00,PACKAGE,QUALIFIED,,2313013
62982,Sale,ACTIVE,RESIDENTIAL,"8/15/2022 12:00:02 AM",650000.00,PACKAGE,QUALIFIED,,2341382
63134,Sale,ACTIVE,RESIDENTIAL,"12/19/2022 12:00:01 AM",300000.00,PACKAGE,QUALIFIED,,2356760
63154,Sale,ACTIVE,RESIDENTIAL,"2/25/2022 12:00:01 AM",230000.00,PACKAGE,QUALIFIED,,2316696
63165,Sale,ACTIVE,RESIDENTIAL,"6/24/2022 12:00:01 AM",290000.00,PACKAGE,QUALIFIED,,2334389
63180,Sale,ACTIVE,RESIDENTIAL,"4/13/2022 12:00:01 AM",322000.00,PACKAGE,QUALIFIED,,2323519
63209,Sale,ACTIVE,RESIDENTIAL,"3/11/2022 12:00:01 AM",345000.00,PACKAGE,QUALIFIED,,2318629
63353,Sale,ACTIVE,RESIDENTIAL,"7/18/2022 12:00:01 AM",350000.00,PACKAGE,QUALIFIED,,2337400
63414,Sale,ACTIVE,RESIDENTIAL,"5/31/2022 12:00:01 AM",210000.00,PACKAGE,QUALIFIED,,2330545
63453,Sale,ACTIVE,RESIDENTIAL,"9/1/2022 12:00:01 AM",200000.00,PACKAGE,QUALIFIED,,2344452
63469,Sale,ACTIVE,RESIDENTIAL,"7/22/2022 12:00:01 AM",201000.00,PACKAGE,QUALIFIED,,2338031
63492,Sale,ACTIVE,RESIDENTIAL,"4/28/2022 12:00:01 AM",185000.00,PACKAGE,QUALIFIED,,2325794
63550,Sale,ACTIVE,RESIDENTIAL,"2/14/2022 12:00:01 AM",209500.00,PACKAGE,QUALIFIED,,2314805
63568,Sale,ACTIVE,RESIDENTIAL,"8/11/2022 12:00:01 AM",344500.00,PACKAGE,QUALIFIED,,2341009
63574,Sale,ACTIVE,RESIDENTIAL,"3/4/2022 12:00:01 AM",305000.00,PACKAGE,QUALIFIED,,2317642
63684,Sale,ACTIVE,RESIDENTIAL,"7/26/2022 12:00:01 AM",85000.00,LAND,QUALIFIED,,2338475
63733,Sale,ACTIVE,RESIDENTIAL,"3/31/2022 12:00:01 AM",525000.00,PACKAGE,QUALIFIED,,2321672
63826,Sale,ACTIVE,RESIDENTIAL,"1/20/2022 12:00:01 AM",77000.00,LAND,QUALIFIED,,2311029
63865,Sale,ACTIVE,RESIDENTIAL,"9/16/2022 12:00:01 AM",62000.00,LAND,QUALIFIED,,2346234
64029,Sale,ACTIVE,RESIDENTIAL,"1/25/2022 12:00:01 AM",55000.00,LAND,QUALIFIED,,2311825
64031,Sale,ACTIVE,RESIDENTIAL,"3/30/2022 12:00:01 AM",20000.00,LAND,QUALIFIED,,2321425
64046,Sale,ACTIVE,RESIDENTIAL,"4/25/2022 12:00:01 AM",495000.00,PACKAGE,QUALIFIED,,2325268
64096,Sale,ACTIVE,RESIDENTIAL,"3/9/2022 12:00:01 AM",549900.00,PACKAGE,QUALIFIED,,2318158
64177,Sale,ACTIVE,RESIDENTIAL,"4/25/2022 12:00:03 AM",325000.00,PACKAGE,QUALIFIED,,2325257
64257,Sale,ACTIVE,RESIDENTIAL,"4/6/2022 12:00:01 AM",174000.00,PACKAGE,QUALIFIED,,2322479
64346,Sale,ACTIVE,RESIDENTIAL,"6/24/2022 12:00:01 AM",285000.00,PACKAGE,QUALIFIED,,2334305
64388,Sale,ACTIVE,RESIDENTIAL,"4/26/2022 12:00:01 AM",280000.00,PACKAGE,QUALIFIED,,2325565
64420,Sale,ACTIVE,RESIDENTIAL,"3/15/2022 12:00:01 AM",64000.00,LAND,QUALIFIED,,2319068
64515,Sale,ACTIVE,RESIDENTIAL,"7/19/2022 12:00:01 AM",128000.00,PACKAGE,QUALIFIED,,2337661
64600,Sale,ACTIVE,RESIDENTIAL,"4/25/2022 12:00:01 AM",5000.00,LAND,QUALIFIED,,2325233
64656,Sale,ACTIVE,RESIDENTIAL,"8/26/2022 12:00:01 AM",52000.00,PACKAGE,QUALIFIED,,2343702
64670,Sale,ACTIVE,RESIDENTIAL,"3/15/2022 12:00:01 AM",13500.00,LAND,QUALIFIED,,2319092
64679,Sale,ACTIVE,RESIDENTIAL,"3/8/2022 12:00:01 AM",7400.00,LAND,QUALIFIED,,2318050
64799,Sale,ACTIVE,RESIDENTIAL,"4/11/2022 12:00:01 AM",90000.00,PACKAGE,QUALIFIED,,2323183
64841,Sale,ACTIVE,RESIDENTIAL,"1/12/2022 12:01:01 AM",165000.00,PACKAGE,QUALIFIED,,2309814
64888,Sale,ACTIVE,RESIDENTIAL,"5/26/2022 12:00:01 AM",340000.00,PACKAGE,QUALIFIED,,2330238
64984,Sale,ACTIVE,RESIDENTIAL,"8/22/2022 12:00:01 AM",110000.00,LAND,QUALIFIED,,2342980
65071,Sale,ACTIVE,RESIDENTIAL,"10/12/2022 12:00:01 AM",200000.00,PACKAGE,QUALIFIED,,2349590
65207,Sale,ACTIVE,RESIDENTIAL,"2/25/2022 12:00:01 AM",463000.00,PACKAGE,QUALIFIED,,2316710
65347,Sale,ACTIVE,RESIDENTIAL,"9/1/2022 12:00:01 AM",290700.00,PACKAGE,QUALIFIED,,2344520
65352,Sale,ACTIVE,RESIDENTIAL,"4/11/2022 12:00:01 AM",330000.00,PACKAGE,QUALIFIED,,2323163
65362,Sale,ACTIVE,RESIDENTIAL,"6/29/2022 12:00:01 AM",610000.00,PACKAGE,QUALIFIED,,2334914
65363,Sale,ACTIVE,RESIDENTIAL,"2/7/2022 12:00:01 AM",497000.00,PACKAGE,QUALIFIED,,2313723
65378,Sale,ACTIVE,RESIDENTIAL,"10/13/2022 12:00:01 AM",27000.00,LAND,QUALIFIED,,2349701
65382,Sale,ACTIVE,RESIDENTIAL,"5/16/2022 12:00:01 AM",383900.00,PACKAGE,QUALIFIED,,2328462
65422,Sale,ACTIVE,RESIDENTIAL,"3/29/2022 12:00:02 AM",585000.00,PACKAGE,QUALIFIED,,2321179
65422,Sale,ACTIVE,RESIDENTIAL,"3/29/2022 12:00:01 AM",585000.00,PACKAGE,QUALIFIED,,2321177
65469,Sale,ACTIVE,RESIDENTIAL,"6/30/2022 12:00:01 AM",594000.00,PACKAGE,QUALIFIED,,2335073
65496,Sale,ACTIVE,RESIDENTIAL,"3/28/2022 12:00:01 AM",295000.00,PACKAGE,QUALIFIED,,2320973
65511,Sale,ACTIVE,RESIDENTIAL,"1/11/2022 12:00:01 AM",700000.00,PACKAGE,QUALIFIED,,2309549
65520,Sale,ACTIVE,RESIDENTIAL,"3/31/2022 12:00:01 AM",270000.00,PACKAGE,QUALIFIED,,2321664
65693,Sale,ACTIVE,RESIDENTIAL,"1/10/2022 12:00:01 AM",585000.00,PACKAGE,QUALIFIED,,2309262
65765,Sale,ACTIVE,RESIDENTIAL,"11/22/2022 12:00:01 AM",65000.00,LAND,QUALIFIED,,2354187
65771,Sale,ACTIVE,RESIDENTIAL,"10/5/2022 12:00:01 AM",38000.00,LAND,QUALIFIED,,2348635
65798,Sale,ACTIVE,RESIDENTIAL,"1/4/2022 12:00:01 AM",76250.00,LAND,QUALIFIED,,2308519
65804,Sale,ACTIVE,RESIDENTIAL,"7/7/2022 12:00:01 AM",55000.00,LAND,QUALIFIED,,2336133
65961,Sale,ACTIVE,RESIDENTIAL,"4/28/2022 12:00:01 AM",429900.00,PACKAGE,QUALIFIED,,2325858
65998,Sale,ACTIVE,RESIDENTIAL,"6/23/2022 12:00:01 AM",365000.00,PACKAGE,QUALIFIED,,2334062
66009,Sale,ACTIVE,RESIDENTIAL,"3/28/2022 12:00:01 AM",45000.00,LAND,QUALIFIED,,2320984
66091,Sale,ACTIVE,RESIDENTIAL,"12/22/2022 12:00:01 AM",30000.00,LAND,QUALIFIED,,2357304
66128,Sale,ACTIVE,RESIDENTIAL,"4/12/2022 12:00:01 AM",7500.00,LAND,QUALIFIED,,2323371
66142,Sale,ACTIVE,RESIDENTIAL,"3/25/2022 12:00:01 AM",6500.00,LAND,QUALIFIED,,2320720
66151,Sale,ACTIVE,RESIDENTIAL,"3/7/2022 12:00:01 AM",86000.00,PACKAGE,QUALIFIED,,2317788
66207,Sale,ACTIVE,RESIDENTIAL,"12/7/2022 12:00:01 AM",10000.00,LAND,QUALIFIED,,2355446
66253,Sale,ACTIVE,RESIDENTIAL,"6/30/2022 12:00:01 AM",7500.00,LAND,QUALIFIED,,2335051
66313,Sale,ACTIVE,RESIDENTIAL,"9/23/2022 12:00:01 AM",333000.00,PACKAGE,QUALIFIED,,2347190
66463,Sale,ACTIVE,RESIDENTIAL,"11/23/2022 12:00:01 AM",9500.00,LAND,QUALIFIED,,2354378
66469,Sale,ACTIVE,RESIDENTIAL,"9/30/2022 12:00:01 AM",510000.00,PACKAGE,QUALIFIED,,2348224
66502,Sale,ACTIVE,RESIDENTIAL,"6/30/2022 12:00:01 AM",415000.00,PACKAGE,QUALIFIED,,2335086
66555,Sale,ACTIVE,RESIDENTIAL,"5/27/2022 12:00:01 AM",7500.00,LAND,QUALIFIED,,2330396
66562,Sale,ACTIVE,RESIDENTIAL,"6/6/2022 12:00:01 AM",9000.00,LAND,QUALIFIED,,2331610
66599,Sale,ACTIVE,RESIDENTIAL,"5/20/2022 12:00:01 AM",12000.00,LAND,QUALIFIED,,2329175
66626,Sale,ACTIVE,RESIDENTIAL,"8/2/2022 12:00:01 AM",12500.00,LAND,QUALIFIED,,2339714
66651,Sale,ACTIVE,RESIDENTIAL,"8/16/2022 12:00:02 AM",27000.00,LAND,QUALIFIED,,2341623
66686,Sale,ACTIVE,RESIDENTIAL,"1/18/2022 12:00:01 AM",26500.00,LAND,QUALIFIED,,2310514
66687,Sale,ACTIVE,RESIDENTIAL,"1/5/2022 12:00:01 AM",7000.00,LAND,QUALIFIED,,2308681
66756,Sale,ACTIVE,RESIDENTIAL,"3/29/2022 12:00:01 AM",8000.00,LAND,QUALIFIED,,2321239
66764,Sale,ACTIVE,RESIDENTIAL,"6/20/2022 12:00:01 AM",8000.00,LAND,QUALIFIED,,2333392
66803,Sale,ACTIVE,RESIDENTIAL,"7/13/2022 12:00:01 AM",65000.00,PACKAGE,QUALIFIED,,2336953
66809,Sale,ACTIVE,RESIDENTIAL,"11/22/2022 12:00:01 AM",535000.00,PACKAGE,QUALIFIED,,2354108
66908,Sale,ACTIVE,RESIDENTIAL,"1/7/2022 12:00:01 AM",325000.00,PACKAGE,QUALIFIED,,2309077
66919,Sale,ACTIVE,RESIDENTIAL,"6/30/2022 12:00:01 AM",260000.00,PACKAGE,QUALIFIED,,2335234
67023,Sale,ACTIVE,RESIDENTIAL,"3/28/2022 12:00:01 AM",390000.00,PACKAGE,QUALIFIED,,2321066
67048,Sale,ACTIVE,RESIDENTIAL,"8/2/2022 12:00:01 AM",130000.00,LAND,QUALIFIED,,2339741
67189,Sale,ACTIVE,RESIDENTIAL,"4/11/2022 12:00:01 AM",120000.00,LAND,QUALIFIED,,2323178
67483,Sale,ACTIVE,RESIDENTIAL,"4/14/2022 12:00:01 AM",75000.00,PACKAGE,QUALIFIED,,2323891
67751,Sale,ACTIVE,RESIDENTIAL,"5/11/2022 12:00:01 AM",365000.00,PACKAGE,QUALIFIED,,2327851
67785,Sale,ACTIVE,RESIDENTIAL,"6/30/2022 12:00:01 AM",98000.00,LAND,QUALIFIED,,2335177
67972,Sale,ACTIVE,RESIDENTIAL,"4/26/2022 12:00:01 AM",120000.00,PACKAGE,QUALIFIED,,2325466
