"REID","Record Type Desc","Parcel Status Desc","Property Class Desc","Sale Date","Sale Price","Sale Type Desc","Sale Status Desc","Sale Disqualification Reason Desc","Ownership Document Number"
11801,Sale,ACTIVE,RESIDENTIAL,"12/21/2022 12:00:01 AM",450000.00,PACKAGE,QUALIFIED,,2357122
11803,Sale,ACTIVE,RESIDENTIAL,"8/11/2022 12:00:01 AM",425900.00,PACKAGE,QUALIFIED,,2341031
11808,Sale,ACTIVE,RESIDENTIAL,"4/4/2022 12:00:01 AM",415000.00,PACKAGE,QUALIFIED,,2322205
11815,Sale,ACTIVE,RESIDENTIAL,"4/6/2022 12:00:01 AM",401000.00,PACKAGE,QUALIFIED,,2322428
11825,Sale,ACTIVE,RESIDENTIAL,"7/6/2022 12:00:01 AM",380000.00,PACKAGE,QUALIFIED,,2336063
11840,Sale,ACTIVE,RESIDENTIAL,"4/27/2022 12:00:01 AM",1181500.00,PACKAGE,QUALIFIED,,2325654
11853,Sale,ACTIVE,RESIDENTIAL,"6/24/2022 12:00:01 AM",780000.00,PACKAGE,QUALIFIED,,2334343
11871,Sale,ACTIVE,RESIDENTIAL,"9/28/2022 12:00:01 AM",940000.00,PACKAGE,QUALIFIED,,2347868
11917,Sale,ACTIVE,RESIDENTIAL,"10/19/2022 12:00:01 AM",215000.00,LAND,QUALIFIED,,2350290
11936,Sale,ACTIVE,RESIDENTIAL,"4/7/2022 12:00:01 AM",280000.00,PACKAGE,QUALIFIED,,2322672
11963,Sale,ACTIVE,RESIDENTIAL,"10/18/2022 12:00:01 AM",445000.00,PACKAGE,QUALIFIED,,2350243
11979,Sale,ACTIVE,RESIDENTIAL,"5/24/2022 12:00:01 AM",450000.00,PACKAGE,QUALIFIED,,2329737
11983,Sale,ACTIVE,RESIDENTIAL,"6/21/2022 12:00:01 AM",282000.00,PACKAGE,QUALIFIED,,2333828
12001,Sale,ACTIVE,RESIDENTIAL,"3/15/2022 12:00:01 AM",275000.00,PACKAGE,QUALIFIED,,2319202
12024,Sale,ACTIVE,RESIDENTIAL,"6/27/2022 12:00:01 AM",400000.00,PACKAGE,QUALIFIED,,2334579
12025,Sale,ACTIVE,RESIDENTIAL,"5/12/2022 12:00:01 AM",356000.00,PACKAGE,QUALIFIED,,2328015
12043,Sale,ACTIVE,RESIDENTIAL,"5/26/2022 12:00:01 AM",340000.00,PACKAGE,QUALIFIED,,2330263
12053,Sale,ACTIVE,RESIDENTIAL,"3/17/2022 12:00:01 AM",345000.00,PACKAGE,QUALIFIED,,2319519
12056,Sale,ACTIVE,RESIDENTIAL,"8/8/2022 12:00:01 AM",342400.00,PACKAGE,QUALIFIED,,2340477
12058,Sale,ACTIVE,RESIDENTIAL,"5/23/2022 12:00:01 AM",345000.00,PACKAGE,QUALIFIED,,2329568
12060,Sale,ACTIVE,RESIDENTIAL,"5/24/2022 12:00:01 AM",355000.00,PACKAGE,QUALIFIED,,2329787
12072,Sale,ACTIVE,RESIDENTIAL,"1/6/2022 12:00:01 AM",330000.00,PACKAGE,QUALIFIED,,2308833
12077,Sale,ACTIVE,RESIDENTIAL,"5/31/2022 12:00:01 AM",320000.00,PACKAGE,QUALIFIED,,2330633
12080,Sale,ACTIVE,RESIDENTIAL,"8/1/2022 12:00:01 AM",1300000.00,PACKAGE,QUALIFIED,,2339541
12081,Sale,ACTIVE,RESIDENTIAL,"6/3/2022 12:00:01 AM",515000.00,PACKAGE,QUALIFIED,,2331474
12091,Sale,ACTIVE,RESIDENTIAL,"4/11/2022 12:00:01 AM",283000.00,PACKAGE,QUALIFIED,,2323175
12093,Sale,ACTIVE,RESIDENTIAL,"4/1/2022 12:00:01 AM",292000.00,PACKAGE,QUALIFIED,,2321819
12111,Sale,ACTIVE,RESIDENTIAL,"3/4/2022 12:00:01 AM",275000.00,PACKAGE,QUALIFIED,,2317712
12117,Sale,ACTIVE,RESIDENTIAL,"4/22/2022 12:00:02 AM",305000.00,PACKAGE,QUALIFIED,,2324992
12125,Sale,ACTIVE,RESIDENTIAL,"5/10/2022 12:00:01 AM",317000.00,PACKAGE,QUALIFIED,,2327582
12149,Sale,ACTIVE,RESIDENTIAL,"4/14/2022 12:00:01 AM",412500.00,PACKAGE,QUALIFIED,,2323887
12158,Sale,ACTIVE,RESIDENTIAL,"4/28/2022 12:00:01 AM",347500.00,PACKAGE,QUALIFIED,,2325924
12165,Sale,ACTIVE,RESIDENTIAL,"4/26/2022 12:00:01 AM",348000.00,PACKAGE,QUALIFIED,,2325401
12181,Sale,ACTIVE,RESIDENTIAL,"8/12/2022 12:00:01 AM",440000.00,PACKAGE,QUALIFIED,,2341206
12189,Sale,ACTIVE,RESIDENTIAL,"5/24/2022 12:00:01 AM",415000.00,PACKAGE,QUALIFIED,,2329772
12212,Sale,ACTIVE,RESIDENTIAL,"4/1/2022 12:00:01 AM",345000.00,PACKAGE,QUALIFIED,,2321832
12238,Sale,ACTIVE,RESIDENTIAL,"6/15/2022 12:00:01 AM",460000.00,PACKAGE,QUALIFIED,,2333073
12258,Sale,ACTIVE,RESIDENTIAL,"6/13/2022 12:00:01 AM",346000.00,PACKAGE,QUALIFIED,,2332686
12282,Sale,ACTIVE,RESIDENTIAL,"1/24/2022 12:00:01 AM",364500.00,PACKAGE,QUALIFIED,,2311289
12313,Sale,ACTIVE,RESIDENTIAL,"9/22/2022 12:00:01 AM",600000.00,PACKAGE,QUALIFIED,,2346959
12363,Sale,ACTIVE,RESIDENTIAL,"4/4/2022 12:00:01 AM",299000.00,PACKAGE,QUALIFIED,,2322057
12411,Sale,ACTIVE,RESIDENTIAL,"1/5/2022 12:00:01 AM",245000.00,PACKAGE,QUALIFIED,,2308683
12414,Sale,ACTIVE,RESIDENTIAL,"6/7/2022 12:00:01 AM",304000.00,PACKAGE,QUALIFIED,,2331980
12453,Sale,ACTIVE,RESIDENTIAL,"4/8/2022 12:00:01 AM",460000.00,PACKAGE,QUALIFIED,,2322983
12483,Sale,ACTIVE,RESIDENTIAL,"4/22/2022 12:00:01 AM",532500.00,PACKAGE,QUALIFIED,,2324985
12498,Sale,ACTIVE,RESIDENTIAL,"6/30/2022 12:00:01 AM",520000.00,PACKAGE,QUALIFIED,,2335164
12501,Sale,ACTIVE,RESIDENTIAL,"6/27/2022 12:00:01 AM",548000.00,PACKAGE,QUALIFIED,,2334509
12512,Sale,ACTIVE,RESIDENTIAL,"5/19/2022 12:00:02 AM",619000.00,PACKAGE,QUALIFIED,,2329103
12512,Sale,ACTIVE,RESIDENTIAL,"5/19/2022 12:00:01 AM",619000.00,PACKAGE,QUALIFIED,,2329102
12516,Sale,ACTIVE,RESIDENTIAL,"5/2/2022 12:00:01 AM",591000.00,PACKAGE,QUALIFIED,,2326301
12520,Sale,ACTIVE,RESIDENTIAL,"8/30/2022 12:00:01 AM",341000.00,PACKAGE,QUALIFIED,,2344085
12521,Sale,ACTIVE,RESIDENTIAL,"8/10/2022 12:00:01 AM",329200.00,PACKAGE,QUALIFIED,,2340848
12522,Sale,ACTIVE,RESIDENTIAL,"5/6/2022 12:00:01 AM",360000.00,PACKAGE,QUALIFIED,,2327195
12527,Sale,ACTIVE,RESIDENTIAL,"5/31/2022 12:00:01 AM",369000.00,PACKAGE,QUALIFIED,,2330646
12540,Sale,ACTIVE,RESIDENTIAL,"3/15/2022 12:00:01 AM",315000.00,PACKAGE,QUALIFIED,,2319153
12550,Sale,ACTIVE,RESIDENTIAL,"9/12/2022 12:00:01 AM",350000.00,PACKAGE,QUALIFIED,,2345477
12572,Sale,ACTIVE,RESIDENTIAL,"9/14/2022 12:00:01 AM",330000.00,PACKAGE,QUALIFIED,,2345944
12580,Sale,ACTIVE,RESIDENTIAL,"3/21/2022 12:00:01 AM",198800.00,PACKAGE,QUALIFIED,,2319972
12594,Sale,ACTIVE,RESIDENTIAL,"5/17/2022 12:00:01 AM",406000.00,PACKAGE,QUALIFIED,,2328617
12597,Sale,ACTIVE,RESIDENTIAL,"6/20/2022 12:00:01 AM",405000.00,PACKAGE,QUALIFIED,,2333555
12602,Sale,ACTIVE,RESIDENTIAL,"11/16/2022 12:00:01 AM",485000.00,PACKAGE,QUALIFIED,,2353540
12607,Sale,ACTIVE,RESIDENTIAL,"5/5/2022 12:00:01 AM",486500.00,PACKAGE,QUALIFIED,,2326994
12626,Sale,ACTIVE,RESIDENTIAL,"10/14/2022 12:00:01 AM",490000.00,PACKAGE,QUALIFIED,,2349865
12633,Sale,ACTIVE,RESIDENTIAL,"11/14/2022 12:00:01 AM",485000.00,PACKAGE,QUALIFIED,,2353201
12634,Sale,ACTIVE,RESIDENTIAL,"2/14/2022 12:00:01 AM",440000.00,PACKAGE,QUALIFIED,,2314916
12665,Sale,ACTIVE,RESIDENTIAL,"3/21/2022 12:00:01 AM",896000.00,PACKAGE,QUALIFIED,,2320069
12678,Sale,ACTIVE,RESIDENTIAL,"5/18/2022 12:00:01 AM",170000.00,LAND,QUALIFIED,,2328966
12680,Sale,ACTIVE,RESIDENTIAL,"1/3/2022 12:00:01 AM",1275000.00,PACKAGE,QUALIFIED,,2308323
12684,Sale,ACTIVE,RESIDENTIAL,"1/26/2022 12:00:01 AM",887500.00,PACKAGE,QUALIFIED,,2311980
12711,Sale,ACTIVE,RESIDENTIAL,"2/3/2022 12:00:01 AM",323000.00,LAND,QUALIFIED,,2313429
12720,Sale,ACTIVE,RESIDENTIAL,"9/12/2022 12:00:01 AM",583000.00,PACKAGE,QUALIFIED,,2345481
12722,Sale,ACTIVE,RESIDENTIAL,"4/4/2022 12:00:01 AM",85001.00,LAND,QUALIFIED,,2322115
12723,Sale,ACTIVE,RESIDENTIAL,"6/3/2022 12:00:01 AM",525000.00,PACKAGE,QUALIFIED,,2331404
12728,Sale,ACTIVE,RESIDENTIAL,"12/8/2022 12:00:01 AM",86000.00,LAND,QUALIFIED,,2355586
12748,Sale,ACTIVE,RESIDENTIAL,"12/19/2022 12:00:01 AM",681000.00,PACKAGE,QUALIFIED,,2356747
12812,Sale,ACTIVE,RESIDENTIAL,"11/15/2022 12:00:01 AM",585000.00,PACKAGE,QUALIFIED,,2353263
12836,Sale,ACTIVE,RESIDENTIAL,"4/29/2022 12:00:01 AM",492000.00,PACKAGE,QUALIFIED,,2326075
12845,Sale,ACTIVE,RESIDENTIAL,"8/12/2022 12:00:01 AM",405000.00,PACKAGE,QUALIFIED,,2341051
12852,Sale,ACTIVE,RESIDENTIAL,"4/14/2022 12:00:01 AM",315000.00,PACKAGE,QUALIFIED,,2323699
12857,Sale,ACTIVE,RESIDENTIAL,"5/11/2022 12:00:01 AM",375000.00,PACKAGE,QUALIFIED,,2327817
12860,Sale,ACTIVE,RESIDENTIAL,"5/27/2022 12:00:01 AM",345000.00,PACKAGE,QUALIFIED,,2330350
12890,Sale,ACTIVE,RESIDENTIAL,"10/11/2022 12:00:01 AM",480000.00,PACKAGE,QUALIFIED,,2349401
12940,Sale,ACTIVE,RESIDENTIAL,"7/12/2022 12:00:01 AM",484425.00,PACKAGE,QUALIFIED,,2336759
12955,Sale,ACTIVE,RESIDENTIAL,"6/30/2022 12:00:01 AM",454100.00,PACKAGE,QUALIFIED,,2335083
12974,Sale,ACTIVE,RESIDENTIAL,"8/9/2022 12:00:01 AM",349900.00,PACKAGE,QUALIFIED,,2340570
12978,Sale,ACTIVE,RESIDENTIAL,"3/21/2022 12:00:01 AM",365000.00,PACKAGE,QUALIFIED,,2320049
13000,Sale,ACTIVE,RESIDENTIAL,"5/31/2022 12:00:01 AM",427000.00,PACKAGE,QUALIFIED,,2330688
13006,Sale,ACTIVE,RESIDENTIAL,"6/28/2022 12:00:01 AM",457500.00,PACKAGE,QUALIFIED,,2334762
13028,Sale,ACTIVE,RESIDENTIAL,"4/21/2022 12:00:01 AM",330000.00,PACKAGE,QUALIFIED,,2324833
13036,Sale,ACTIVE,RESIDENTIAL,"9/22/2022 12:00:01 AM",398500.00,PACKAGE,QUALIFIED,,2346962
13091,Sale,ACTIVE,RESIDENTIAL,"2/14/2022 12:00:01 AM",352000.00,PACKAGE,QUALIFIED,,2314756
13100,Sale,ACTIVE,RESIDENTIAL,"5/6/2022 12:00:01 AM",390000.00,PACKAGE,QUALIFIED,,2327248
13126,Sale,ACTIVE,RESIDENTIAL,"8/15/2022 12:00:01 AM",565000.00,PACKAGE,QUALIFIED,,2341359
13133,Sale,ACTIVE,RESIDENTIAL,"2/25/2022 12:00:01 AM",95000.00,LAND,QUALIFIED,,2316608
13141,Sale,ACTIVE,RESIDENTIAL,"1/14/2022 12:00:02 AM",349900.00,PACKAGE,QUALIFIED,,2310207
13191,Sale,ACTIVE,RESIDENTIAL,"1/28/2022 12:00:01 AM",330000.00,PACKAGE,QUALIFIED,,2312477
13226,Sale,ACTIVE,RESIDENTIAL,"6/1/2022 12:00:01 AM",115000.00,LAND,QUALIFIED,,2330859
13238,Sale,ACTIVE,RESIDENTIAL,"12/29/2022 12:00:01 AM",533365.00,PACKAGE,QUALIFIED,,2357735
13241,Sale,ACTIVE,RESIDENTIAL,"6/20/2022 12:00:01 AM",515000.00,PACKAGE,QUALIFIED,,2333377
13244,Sale,ACTIVE,RESIDENTIAL,"3/21/2022 12:00:01 AM",515000.00,PACKAGE,QUALIFIED,,2320074
13257,Sale,ACTIVE,RESIDENTIAL,"6/10/2022 12:00:01 AM",490000.00,PACKAGE,QUALIFIED,,2332444
13263,Sale,ACTIVE,RESIDENTIAL,"3/23/2022 12:00:01 AM",489900.00,PACKAGE,QUALIFIED,,2320282
13271,Sale,ACTIVE,RESIDENTIAL,"2/11/2022 12:00:01 AM",69900.00,LAND,QUALIFIED,,2314559
13276,Sale,ACTIVE,RESIDENTIAL,"9/29/2022 12:00:01 AM",69900.00,LAND,QUALIFIED,,2347947
13280,Sale,ACTIVE,RESIDENTIAL,"2/10/2022 12:00:01 AM",62000.00,LAND,QUALIFIED,,2314414
13290,Sale,ACTIVE,RESIDENTIAL,"2/10/2022 12:00:01 AM",385000.00,PACKAGE,QUALIFIED,,2314304
13301,Sale,ACTIVE,RESIDENTIAL,"3/21/2022 12:00:01 AM",445000.00,PACKAGE,QUALIFIED,,2319982
13305,Sale,ACTIVE,RESIDENTIAL,"4/29/2022 12:00:01 AM",475000.00,PACKAGE,QUALIFIED,,2326099
13328,Sale,ACTIVE,RESIDENTIAL,"10/11/2022 12:00:01 AM",452000.00,PACKAGE,QUALIFIED,,2349369
13333,Sale,ACTIVE,RESIDENTIAL,"10/5/2022 12:00:01 AM",420000.00,PACKAGE,QUALIFIED,,2348727
13334,Sale,ACTIVE,RESIDENTIAL,"9/9/2022 12:00:01 AM",440000.00,PACKAGE,QUALIFIED,,2345434
13337,Sale,ACTIVE,RESIDENTIAL,"1/5/2022 12:00:01 AM",420000.00,PACKAGE,QUALIFIED,,2308703
13346,Sale,ACTIVE,RESIDENTIAL,"6/20/2022 12:00:01 AM",490000.00,PACKAGE,QUALIFIED,,2333460
13347,Sale,ACTIVE,RESIDENTIAL,"6/13/2022 12:00:01 AM",535000.00,PACKAGE,QUALIFIED,,2332680
13363,Sale,ACTIVE,RESIDENTIAL,"6/27/2022 12:00:01 AM",539999.00,PACKAGE,QUALIFIED,,2334542
13369,Sale,ACTIVE,RESIDENTIAL,"8/10/2022 12:00:01 AM",520000.00,PACKAGE,QUALIFIED,,2340846
13370,Sale,ACTIVE,RESIDENTIAL,"12/5/2022 12:00:01 AM",553500.00,PACKAGE,QUALIFIED,,2355150
13384,Sale,ACTIVE,RESIDENTIAL,"5/25/2022 12:00:01 AM",540500.00,PACKAGE,QUALIFIED,,2330048
13385,Sale,ACTIVE,RESIDENTIAL,"3/23/2022 12:00:01 AM",488000.00,PACKAGE,QUALIFIED,,2320296
13391,Sale,ACTIVE,RESIDENTIAL,"2/2/2022 12:00:01 AM",475000.00,PACKAGE,QUALIFIED,,2313127
13392,Sale,ACTIVE,RESIDENTIAL,"6/8/2022 12:00:01 AM",500000.00,PACKAGE,QUALIFIED,,2332051
13416,Sale,ACTIVE,RESIDENTIAL,"4/4/2022 12:00:01 AM",458000.00,PACKAGE,QUALIFIED,,2322107
13436,Sale,ACTIVE,RESIDENTIAL,"12/1/2022 12:00:01 AM",580000.00,PACKAGE,QUALIFIED,,2354899
13447,Sale,ACTIVE,RESIDENTIAL,"6/21/2022 12:00:01 AM",91000.00,LAND,QUALIFIED,,2333708
13448,Sale,ACTIVE,RESIDENTIAL,"5/11/2022 12:00:01 AM",87900.00,LAND,QUALIFIED,,2327746
13478,Sale,ACTIVE,RESIDENTIAL,"7/5/2022 12:00:01 AM",641000.00,PACKAGE,QUALIFIED,,2335628
13481,Sale,ACTIVE,RESIDENTIAL,"5/27/2022 12:00:01 AM",639000.00,PACKAGE,QUALIFIED,,2330488
13482,Sale,ACTIVE,RESIDENTIAL,"1/31/2022 12:00:01 AM",650000.00,PACKAGE,QUALIFIED,,2312571
13484,Sale,ACTIVE,RESIDENTIAL,"11/16/2022 12:00:01 AM",80000.00,LAND,QUALIFIED,,2353510
13496,Sale,ACTIVE,RESIDENTIAL,"8/22/2022 12:00:01 AM",772000.00,PACKAGE,QUALIFIED,,2342986
13552,Sale,ACTIVE,RESIDENTIAL,"4/29/2022 12:00:01 AM",315000.00,PACKAGE,QUALIFIED,,2326090
13577,Sale,ACTIVE,RESIDENTIAL,"8/12/2022 12:00:01 AM",375000.00,PACKAGE,QUALIFIED,,2341175
13580,Sale,ACTIVE,RESIDENTIAL,"4/1/2022 12:00:01 AM",391000.00,PACKAGE,QUALIFIED,,2321858
13586,Sale,ACTIVE,RESIDENTIAL,"3/8/2022 12:00:01 AM",365000.00,PACKAGE,QUALIFIED,,2318024
13587,Sale,ACTIVE,RESIDENTIAL,"10/28/2022 12:00:01 AM",339000.00,PACKAGE,QUALIFIED,,2351473
13588,Sale,ACTIVE,RESIDENTIAL,"11/15/2022 12:00:01 AM",349900.00,PACKAGE,QUALIFIED,,2353278
13589,Sale,ACTIVE,RESIDENTIAL,"2/2/2022 12:00:01 AM",309000.00,PACKAGE,QUALIFIED,,2313120
13590,Sale,ACTIVE,RESIDENTIAL,"2/2/2022 12:00:01 AM",300016.00,PACKAGE,QUALIFIED,,2313131
13594,Sale,ACTIVE,RESIDENTIAL,"3/7/2022 12:00:01 AM",387000.00,PACKAGE,QUALIFIED,,2317782
13604,Sale,ACTIVE,RESIDENTIAL,"12/13/2022 12:00:01 AM",325000.00,PACKAGE,QUALIFIED,,2356076
13607,Sale,ACTIVE,RESIDENTIAL,"11/16/2022 12:00:01 AM",461400.00,PACKAGE,QUALIFIED,,2353447
13608,Sale,ACTIVE,RESIDENTIAL,"9/29/2022 12:00:01 AM",438824.00,PACKAGE,QUALIFIED,,2348043
13609,Sale,ACTIVE,RESIDENTIAL,"11/18/2022 12:00:01 AM",417235.00,PACKAGE,QUALIFIED,,2353759
13610,Sale,ACTIVE,RESIDENTIAL,"12/22/2022 12:00:01 AM",440000.00,PACKAGE,QUALIFIED,,2357227
13611,Sale,ACTIVE,RESIDENTIAL,"3/21/2022 12:00:01 AM",398900.00,PACKAGE,QUALIFIED,,2319894
13612,Sale,ACTIVE,RESIDENTIAL,"6/14/2022 12:00:01 AM",416825.00,PACKAGE,QUALIFIED,,2332895
13614,Sale,ACTIVE,RESIDENTIAL,"11/15/2022 12:00:01 AM",426600.00,PACKAGE,QUALIFIED,,2353327
13616,Sale,ACTIVE,RESIDENTIAL,"2/4/2022 12:00:01 AM",465126.00,PACKAGE,QUALIFIED,,2313632
13619,Sale,ACTIVE,RESIDENTIAL,"5/11/2022 12:00:01 AM",391223.00,PACKAGE,QUALIFIED,,2327787
13623,Sale,ACTIVE,RESIDENTIAL,"7/28/2022 12:00:01 AM",390234.00,PACKAGE,QUALIFIED,,2338966
13660,Sale,ACTIVE,RESIDENTIAL,"6/9/2022 12:00:01 AM",515000.00,PACKAGE,QUALIFIED,,2332267
13661,Sale,ACTIVE,RESIDENTIAL,"9/15/2022 12:00:01 AM",500000.00,PACKAGE,QUALIFIED,,2346018
13695,Sale,ACTIVE,RESIDENTIAL,"2/23/2022 12:00:01 AM",366000.00,PACKAGE,QUALIFIED,,2316224
13696,Sale,ACTIVE,RESIDENTIAL,"6/9/2022 12:00:01 AM",347350.00,PACKAGE,QUALIFIED,,2332272
13699,Sale,ACTIVE,RESIDENTIAL,"6/24/2022 12:00:01 AM",345000.00,PACKAGE,QUALIFIED,,2334404
13706,Sale,ACTIVE,RESIDENTIAL,"7/15/2022 12:00:01 AM",344999.00,PACKAGE,QUALIFIED,,2337329
13707,Sale,ACTIVE,RESIDENTIAL,"12/14/2022 12:00:01 AM",379900.00,PACKAGE,QUALIFIED,,2356238
13708,Sale,ACTIVE,RESIDENTIAL,"10/5/2022 12:00:01 AM",469000.00,PACKAGE,QUALIFIED,,2348731
13709,Sale,ACTIVE,RESIDENTIAL,"12/7/2022 12:00:01 AM",435128.00,PACKAGE,QUALIFIED,,2355464
13710,Sale,ACTIVE,RESIDENTIAL,"11/2/2022 12:00:01 AM",447000.00,PACKAGE,QUALIFIED,,2352007
13712,Sale,ACTIVE,RESIDENTIAL,"8/29/2022 12:00:01 AM",440000.00,PACKAGE,QUALIFIED,,2343890
13715,Sale,ACTIVE,RESIDENTIAL,"11/14/2022 12:00:01 AM",429900.00,PACKAGE,QUALIFIED,,2353234
13716,Sale,ACTIVE,RESIDENTIAL,"1/31/2022 12:00:01 AM",445000.00,PACKAGE,QUALIFIED,,2312633
13717,Sale,ACTIVE,RESIDENTIAL,"1/31/2022 12:00:01 AM",430000.00,PACKAGE,QUALIFIED,,2312637
13719,Sale,ACTIVE,RESIDENTIAL,"10/26/2022 12:00:01 AM",399000.00,PACKAGE,QUALIFIED,,2351120
13745,Sale,ACTIVE,RESIDENTIAL,"8/2/2022 12:00:01 AM",372550.00,PACKAGE,QUALIFIED,,2339759
13759,Sale,ACTIVE,RESIDENTIAL,"6/24/2022 12:00:01 AM",358000.00,PACKAGE,QUALIFIED,,2334294
13777,Sale,ACTIVE,RESIDENTIAL,"5/16/2022 12:00:01 AM",413000.00,PACKAGE,QUALIFIED,,2328419
13790,Sale,ACTIVE,RESIDENTIAL,"3/15/2022 12:00:01 AM",499900.00,PACKAGE,QUALIFIED,,2319103
13794,Sale,ACTIVE,RESIDENTIAL,"2/17/2022 12:00:01 AM",480000.00,PACKAGE,QUALIFIED,,2315447
13802,Sale,ACTIVE,RESIDENTIAL,"3/29/2022 12:00:01 AM",510000.00,PACKAGE,QUALIFIED,,2321231
13806,Sale,ACTIVE,RESIDENTIAL,"5/6/2022 12:00:01 AM",505000.00,PACKAGE,QUALIFIED,,2327238
13816,Sale,ACTIVE,RESIDENTIAL,"5/26/2022 12:00:01 AM",399900.00,PACKAGE,QUALIFIED,,2330126
13819,Sale,ACTIVE,RESIDENTIAL,"5/13/2022 12:00:01 AM",449900.00,PACKAGE,QUALIFIED,,2328217
13838,Sale,ACTIVE,RESIDENTIAL,"8/17/2022 12:00:01 AM",479900.00,PACKAGE,QUALIFIED,,2341766
13878,Sale,ACTIVE,RESIDENTIAL,"6/22/2022 12:00:01 AM",163320.00,LAND,QUALIFIED,,2333987
13884,Sale,ACTIVE,COMMERCIAL,"3/18/2022 12:00:01 AM",527076.00,LAND,QUALIFIED,,2319743
13900,Sale,ACTIVE,RESIDENTIAL,"12/16/2022 12:00:01 AM",97900.00,LAND,QUALIFIED,,2356598
13905,Sale,ACTIVE,RESIDENTIAL,"9/29/2022 12:00:01 AM",482768.00,PACKAGE,QUALIFIED,,2347997
13908,Sale,ACTIVE,RESIDENTIAL,"7/27/2022 12:00:01 AM",79900.00,LAND,QUALIFIED,,2338762
13915,Sale,ACTIVE,RESIDENTIAL,"7/29/2022 12:00:01 AM",374000.00,LAND,QUALIFIED,,2339135
13920,Sale,ACTIVE,RESIDENTIAL,"8/23/2022 12:00:01 AM",182000.00,LAND,QUALIFIED,,2343187
13932,Sale,ACTIVE,RESIDENTIAL,"2/1/2022 12:00:01 AM",175000.00,LAND,QUALIFIED,,2312979
13947,Sale,ACTIVE,RESIDENTIAL,"7/22/2022 12:00:01 AM",797000.00,PACKAGE,QUALIFIED,,2338089
13962,Sale,ACTIVE,RESIDENTIAL,"8/23/2022 12:00:01 AM",237000.00,PACKAGE,QUALIFIED,,2343253
13971,Sale,ACTIVE,RESIDENTIAL,"9/2/2022 12:00:01 AM",247000.00,PACKAGE,QUALIFIED,,2344669
13977,Sale,ACTIVE,RESIDENTIAL,"3/14/2022 12:00:01 AM",215000.00,PACKAGE,QUALIFIED,,2318897
13989,Sale,ACTIVE,RESIDENTIAL,"1/19/2022 12:00:01 AM",800000.00,LAND,QUALIFIED,,2310715
13992,Sale,ACTIVE,RESIDENTIAL,"5/16/2022 12:00:01 AM",339000.00,PACKAGE,QUALIFIED,,2328403
13999,Sale,ACTIVE,RESIDENTIAL,"12/12/2022 12:00:01 AM",598000.00,PACKAGE,QUALIFIED,,2355928
14046,Sale,ACTIVE,RESIDENTIAL,"3/28/2022 12:00:01 AM",490000.00,PACKAGE,QUALIFIED,,2321155
14053,Sale,ACTIVE,RESIDENTIAL,"8/22/2022 12:00:01 AM",400000.00,PACKAGE,QUALIFIED,,2343085
14354,Sale,ACTIVE,RESIDENTIAL,"2/25/2022 12:00:01 AM",195000.00,PACKAGE,QUALIFIED,,2316701
14379,Sale,ACTIVE,COMMERCIAL,"2/24/2022 12:00:01 AM",350000.00,PACKAGE,QUALIFIED,,2316484
14471,Sale,ACTIVE,RESIDENTIAL,"8/29/2022 12:00:01 AM",40000.00,LAND,QUALIFIED,,2343893
14545,Sale,ACTIVE,RESIDENTIAL,"4/20/2022 12:00:01 AM",79900.00,PACKAGE,QUALIFIED,,2324586
14571,Sale,ACTIVE,COMMERCIAL,"7/25/2022 12:00:01 AM",140000.00,PACKAGE,QUALIFIED,,2338279
14695,Sale,ACTIVE,COMMERCIAL,"4/8/2022 12:00:01 AM",150000.00,PACKAGE,QUALIFIED,,2322981
14696,Sale,ACTIVE,RESIDENTIAL,"6/14/2022 12:00:01 AM",420000.00,PACKAGE,QUALIFIED,,2332918
14746,Sale,ACTIVE,RESIDENTIAL,"5/16/2022 12:00:01 AM",350000.00,LAND,QUALIFIED,,2328530
14815,Sale,ACTIVE,RESIDENTIAL,"6/7/2022 12:00:01 AM",515000.00,PACKAGE,QUALIFIED,,2331975
14844,Sale,ACTIVE,COMMERCIAL,"4/25/2022 12:00:01 AM",105000.00,PACKAGE,QUALIFIED,,2325188
14871,Sale,ACTIVE,RESIDENTIAL,"3/8/2022 12:00:01 AM",360000.00,PACKAGE,QUALIFIED,,2317958
14890,Sale,ACTIVE,RESIDENTIAL,"2/14/2022 12:00:01 AM",75000.00,LAND,QUALIFIED,,2314743
14922,Sale,ACTIVE,RESIDENTIAL,"5/25/2022 12:00:01 AM",749000.00,PACKAGE,QUALIFIED,,2330052
14964,Sale,ACTIVE,RESIDENTIAL,"4/11/2022 12:00:01 AM",1343000.00,PACKAGE,QUALIFIED,,2323247
15070,Sale,ACTIVE,RESIDENTIAL,"2/28/2022 12:00:01 AM",210000.00,PACKAGE,QUALIFIED,,2316822
15077,Sale,ACTIVE,RESIDENTIAL,"4/1/2022 12:00:01 AM",640000.00,PACKAGE,QUALIFIED,,2321776
15079,Sale,ACTIVE,RESIDENTIAL,"1/14/2022 12:00:01 AM",310000.00,PACKAGE,QUALIFIED,,2310147
15369,Sale,ACTIVE,RESIDENTIAL,"4/12/2022 12:00:01 AM",339000.00,PACKAGE,QUALIFIED,,2323370
15488,Sale,ACTIVE,RESIDENTIAL,"7/5/2022 12:00:01 AM",324000.00,PACKAGE,QUALIFIED,,2335676
