Work Type,Year For,Days in Queue,Queue Status,Reviewer,REID,Parcel Status,PIN,Market Area,Market Area Description,Street Number,Street Name,City/Zip,Valuation Approach,TxnCrDate
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),94922,Active,1260-56-0235,NVI08,NORTHWOOD VILLAGE,108,JEFF CIR,"SLIDELL, 70458",Cost,7/19/2022 9:21:43 AM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),74899,Active,1210-39-4386,TAL07,TAG A LONG,27226,TAG A LONG RD,"LACOMBE, 70445",Cost,7/19/2022 9:23:52 AM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),24753,Active,1070-11-4286,LRE03,LAZY RIVER ESTATES,18101,DERBES DR,"COVINGTON, 70433",Cost,7/19/2022 9:29:21 AM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),81300,Active,1230-44-2143,BES08,BROOKWOOD ESTATES,104,DRIFTWOOD CIR,"SLIDELL, 70458",Cost,7/19/2022 9:30:30 AM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),25507,Active,1070-12-4214,SRE03,SINGING RIVER ESTATES,104,BIG PINE DR,"COVINGTON, 70433",Cost,7/19/2022 9:31:16 AM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),36360,Active,1100-16-1187,LVI08,LAKE VILLAGE SUB,806,LAKE VERMILLION CTR,"SLIDELL, 70461",Cost,7/19/2022 9:31:27 AM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),55756,Active,1128-19-2569,JON12,JACKSON ST (TAX DISTRICT 12),0,NO ADDRESS ,"MANDEVILLE, 70448",Cost,7/19/2022 9:33:17 AM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),23471,Active,1068-16-3586,NC1900,NEW COVINGTON SQS 1900-1920,408,W 19TH AV,"COVINGTON, 70433",Cost,7/19/2022 9:33:43 AM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),107293,Active,1280-67-1738,VAC28,VACANT LAND TAX DISTRICT 28,0,C C RD,"SLIDELL, 70460",Cost,7/19/2022 9:34:41 AM
Sales Queue,2022,308,PROCESSED,JOANNE PULITZER (JPULITZER),25384,Active,1070-12-2696,CHY5907,COMMERCIAL HWY 59  TD 7,69340,HWY 59 ,"MANDEVILLE, 70471",Cost,7/19/2022 9:36:01 AM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),115579,Active,1311-13-2210,BRI08,BAY RIDGE SUB,1008,BAY RIDGE DR,"SLIDELL, 70461",Cost,7/19/2022 9:36:56 AM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),65683,Active,1168-14-2433,ALA10,ABITA LAKES,407,LONG LAKE DR,"COVINGTON, 70435",Cost,7/19/2022 9:37:20 AM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),83201,Active,1230-46-3728,HEE08,HERITAGE ESTATES,1203,PATRIOT DR,"SLIDELL, 70458",Cost,7/19/2022 9:39:00 AM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),51157,Active,1121-31-2529,MAT04,MARIGNY TRACE,472,VIREO DR,"MANDEVILLE, 70448",Cost,7/19/2022 9:39:13 AM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),103016,Active,1278-19-1966,LCG08,LANDINGS OF CROSS GATES,116,MOSSY SWAMP LN,"SLIDELL, 70461",Cost,7/19/2022 9:40:00 AM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),39324,Active,1120-18-8298,VAC12,VACANT LAND TAX DISTRICT 12,0,NO ADDRESS ,"MANDEVILLE, 70448",Cost,7/19/2022 9:44:17 AM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),129557,Active,1381-00-5243,GAR03,GARLAND ADDITION,20206,CHANDLER DR,"COVINGTON, 70435",Cost,7/19/2022 9:46:09 AM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),35914,Active,1080-15-6612,RIV04,RIVERWOOD,113,CHERRY LAUREL DR,"COVINGTON, 70433",Cost,7/19/2022 9:47:51 AM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),127746,Active,1378-18-2079,LES09,LAKESHORE ESTATES,0,LAKESHORE BLVD,"SLIDELL, 70461",Cost,7/19/2022 9:49:06 AM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),13926,Active,1048-21-1525,RCL01,RIVER CLUB,0,NO ADDRESS ,"COVINGTON, 70433",Cost,7/19/2022 9:49:59 AM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),87863,Active,1240-50-0224,DEL09,DELLWOOD,3739,BROOKWOOD DR,"SLIDELL, 70458",Cost,7/19/2022 9:50:03 AM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),82537,Active,1230-45-6233,LAK08,LAKEWOOD SUBDIVISION,1505,FERNWOOD DR,"SLIDELL, 70458",Cost,7/19/2022 9:53:00 AM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),106927,Active,1280-66-7153,CDL09,COIN DU LESTIN,518,LEGENDRE DR,"SLIDELL, 70460",Cost,7/19/2022 9:55:06 AM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),9438,Active,1041-40-6852,MVI01,MADISON VILLAS,105,COUSHATTA CIR,"MADISONVILLE, 70447",Cost,7/19/2022 9:56:16 AM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),121111,Active,1360-75-5761,FBE08,FRENCH BRANCH ESTATES,117,RUE DE LA PAIX ,"SLIDELL, 70461",Cost,7/19/2022 9:56:33 AM
Sales Queue,2022,308,PROCESSED,GARY SCHOEN (GSCHOEN),20768,Active,1060-09-8302,NC2400,NEW COVINGTON SQS 2400-2420,504,W 24TH AV,"COVINGTON, 70433",Cost,7/19/2022 9:57:49 AM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),16951,Active,1051-40-0123,AUS05,AUSTIN ST (FOLSOM),82337,AUSTIN ST,"FOLSOM, 70437",Cost,7/19/2022 10:00:28 AM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),130081,Retired (01/02/2022),1390-81-0592,KER39,KUSTENMACHER RD T.D. 39,72326,KUSTENMACHER RD,"ABITA SPRINGS, 70420",Cost,7/19/2022 10:01:04 AM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),32253,Active,1071-40-9187,PTT07,PICKETT RD,16365,PICKETT RD,"COVINGTON, 70435",Cost,7/19/2022 10:01:09 AM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),75983,Active,1210-40-8271,FGL07,FOREST GLEN (WARD 7),0,NO ADDRESS ,"LACOMBE, 70445",Cost,7/19/2022 10:02:23 AM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),47998,Active,1121-09-9981,KIW04,KINGS ROW,67350,S STRAIN RD,"MANDEVILLE, 70471",Cost,7/19/2022 10:02:48 AM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),131929,Active,6260-59-1890,AVE08,AVERY ESTATES AREA TD 26,207,AVERY DR,"SLIDELL, 70461",Cost,7/19/2022 10:03:10 AM
Sales Queue,2022,308,VOID,BROOKE KEEN (BKEEN),55601,Active,1128-18-1499,CBOAT12,COMMERCIAL TCHEFUNCTE BOAT SL.,127,HWY 22 HWY,"MADISONVILLE, 70447",Cost,7/19/2022 10:04:57 AM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),14059,Active,1050-03-5424,NIE05,NORTH WILLIE RD,80483,N WILLIE RD,"FOLSOM, 70437",Cost,7/19/2022 10:05:08 AM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),65879,Retired (12/30/2021),1170-03-8032,SRP02,SPRING RIVER PARK,43,PARK LN,"FOLSOM, 70437",Cost,7/19/2022 10:07:03 AM
Sales Queue,2022,308,PROCESSED,JOANNE PULITZER (JPULITZER),25463,Active,1070-12-3692,CHY5907,COMMERCIAL HWY 59  TD 7,70283,HWY 59 ,"ABITA SPRINGS, 70420",Cost,7/19/2022 10:07:40 AM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),65989,Retired (12/30/2021),1170-05-4445,SRP02,SPRING RIVER PARK,0,NO ADDRESS ,", 00000",Cost,7/19/2022 10:09:16 AM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),89224,Active,1240-51-6120,SAA09,SALMEN ADDITION 1 2 3,3215,EFFIE ST,"SLIDELL, 70458",Cost,7/19/2022 10:12:21 AM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),78731,Active,1211-40-9543,BLE07,BAYOU LACOMBE ESTATES,0,NO ADDRESS ,"LACOMBE, 70445",Cost,7/19/2022 10:13:26 AM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),85854,Active,1238-07-2238,NCR08,NICKEL CREEK,120,NICKEL LOOP,"SLIDELL, 70458",Cost,7/19/2022 10:15:47 AM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),66908,Active,1180-34-1274,HVI06,HICKORY VILLAGE-PEARL RIVER,38220,MICHELLE DR,"PEARL RIVER, 70452",Cost,7/19/2022 10:16:50 AM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),72077,Active,1200-37-7740,WNS20,W HIGGINS RD,24307,W HIGGINS RD,"BUSH, 70431",Cost,7/19/2022 10:17:05 AM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),81653,Active,1230-44-6157,HEE08,HERITAGE ESTATES,903,DOLLY MADISON CTR,"SLIDELL, 70458",Cost,7/19/2022 10:17:17 AM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),117274,Active,1330-73-1552,BOG03,BOGUE GLEN,4,DOGWOOD LN,"COVINGTON, 70435",Cost,7/19/2022 10:18:21 AM
Sales Queue,2022,308,PROCESSED,JOANNE PULITZER (JPULITZER),37307,Active,1100-17-3266,CEI10SS,COMMERCIAL EAST I 10 SERVICE,722 APT A,E I10 SERVICE RD,"SLIDELL, 70461",Cost,7/19/2022 10:19:01 AM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),73648,Active,1208-07-2401,EPE20,EDDIE PENTON RD,81386,EDDIE PENTON RD,"BUSH, 70431",Cost,7/19/2022 10:19:08 AM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),53401,Active,1121-40-5745,GRY12,GUILLORY ST,62064,GUILLORY ST,"LACOMBE, 70445",Cost,7/19/2022 10:23:37 AM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),133576,Active,6774-76-8116,TTE03,TAMMANY TERRACE,20060,KENNY LN,"COVINGTON, 70435",Cost,7/19/2022 10:24:22 AM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),9367,Active,1041-40-6780,LBO01,LES BOIS,130,RUE LES BOIS ,"MADISONVILLE, 70447",Cost,7/19/2022 10:26:14 AM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),121639,Active,1370-76-1133,LAK37,LAKEVIEW DR SLIDELL,145,LAKEVIEW DR,"SLIDELL, 70458",Cost,7/19/2022 10:29:02 AM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),3257,Active,1038-09-3186,TEB01,TERRA BELLA,740,COTTAGE LN,"COVINGTON, 70433",Cost,7/19/2022 10:31:06 AM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),22118,Active,1061-40-4401,NC1900,NEW COVINGTON SQS 1900-1920,207,S MADISON ST,"COVINGTON, 70433",Cost,7/19/2022 10:32:07 AM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),61631,Active,1148-08-0983,BRRCD,BRADFORD ROW CONDO,737 UNIT 1,HEAVENS DR,"MANDEVILLE, 70471",Cost,7/19/2022 10:37:07 AM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),126261,Active,1378-05-3268,LES09,LAKESHORE ESTATES,0,NO ADDRESS ,"SLIDELL, 70461",Cost,7/19/2022 10:40:47 AM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),76690,Active,1210-41-7173,SRS21,SANDERS RD,28169,SANDERS ST,"LACOMBE, 70445",Cost,7/19/2022 10:42:05 AM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),119770,Active,1351-28-1992,SIM02,SIMALUSA ESTATES,750,LOST TREE LN,"COVINGTON, 70435",Cost,7/19/2022 10:55:10 AM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),64841,Active,1161-00-5111,H2116,HWY 21 T.D. 16,77434,HWY 21 HWY,"COVINGTON, 70435",Cost,7/19/2022 10:59:01 AM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),7076,Active,1041-01-3351,LOH01,LIVE OAK HILLS,58,ALICE ST,"MADISONVILLE, 70447",Cost,7/19/2022 11:00:53 AM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),55837,Active,1128-20-1619,BWE04,BRENTWOOD ESTATES (TD 12),20135,BRENTWOOD DR,"MANDEVILLE, 70471",Cost,7/19/2022 11:15:22 AM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),87787,Active,1240-49-9285,YOA09,YESTER OAKS,202,GREENCREST CTR,"SLIDELL, 70458",Cost,7/19/2022 11:18:04 AM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),122982,Active,1370-77-9237,EIS09,EDEN ISLES,125,EDEN ISLES DR,"SLIDELL, 70458",Cost,7/19/2022 11:18:45 AM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),121641,Active,1370-76-1168,NSB09,NORTH SHORE BEACH,237,CLARA DR,"SLIDELL, 70458",Cost,7/19/2022 11:20:19 AM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),52302,Active,1121-40-1197,ESR04,ESTATES AT THE RESERVE,109,MORNINGSIDE DR,"MANDEVILLE, 70448",Cost,7/19/2022 11:21:37 AM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),128582,Active,1378-21-1107,LVI09,LAKESHORE VILLAGES,149,WINFORD ARBOR LN,"SLIDELL, 70461",Cost,7/19/2022 11:22:22 AM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),4848,Active,1038-19-1369,MDL01,MAISON DU LAC,427,CERCLE DU LAC ,"COVINGTON, 70433",Cost,7/19/2022 11:22:48 AM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),113586,Active,1310-70-9735,ACA08,ABNEY COUNTRY AIR,40705,RANCH RD,"SLIDELL, 70461",Cost,7/19/2022 11:25:27 AM
Sales Queue,2022,308,VOID,BROOKE KEEN (BKEEN),76994,Active,1210-42-1138,CBA07,CYPRESS BAYOU TD 21,0,NO ADDRESS ,"LACOMBE, 70445",Cost,7/19/2022 11:26:10 AM
Sales Queue,2022,308,PROCESSED,SIDNEY FONTENOT (SFONTENOT),125638,Active,1371-37-4710,MOH09,MOORINGS OF OAK HARBOR,300,CAPE BRETON DR,"SLIDELL, 70458",Cost,7/19/2022 11:26:15 AM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),33808,Active,1078-12-1385,CPC03,COVINGTON PLACE COTTAGES,102,COVINGTON COTTAGE LN,"COVINGTON, 70433",Cost,7/19/2022 11:29:11 AM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),54304,Active,1121-42-1560,BRO04,BROOKSTONE,520,CHINQUAPIN CIR,"COVINGTON, 70433",Cost,7/19/2022 11:32:56 AM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),57739,Active,1140-28-6419,MON14,MADISON ST (TAX DIST 14),1346,MADISON ST,"MANDEVILLE, 70448",Cost,7/19/2022 11:33:35 AM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),65511,Active,1168-07-4124,SRS16,SANDERS RD (HWY 1084),23185,HWY 1084 ,"COVINGTON, 70435",Cost,7/19/2022 11:55:08 AM
Sales Queue,2022,308,VOID,BELINDA DURAND (BDURAND),54883,Retired (01/11/2022),1128-10-1650,CBLUE12,COMMERCIAL BLUEBONNET OFCE PK,4000,LONESOME RD,"MANDEVILLE, 70471",Cost,7/19/2022 11:56:04 AM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),5189,Active,1038-21-1715,PVI07,PRESTON VINEYARDS,11277,CLOVER KNOLL DR,"COVINGTON, 70433",Cost,7/19/2022 11:57:27 AM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),12617,Active,1048-16-2111,NATGH,NATCHEZ TRACE GARDEN HOMES,124,NATCHEZ CTR,"COVINGTON, 70433",Cost,7/19/2022 11:58:04 AM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),112387,Active,1281-37-0308,SOE09,SERENITY OAKS EST,150,SERENITY DR,"SLIDELL, 70460",Cost,7/19/2022 12:03:12 PM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),100123,Active,1278-05-2096,VAC26,VACANT LAND TAX DISTRICT 26,0,NO ADDRESS ,"PEARL RIVER, 70452",Cost,7/19/2022 12:06:17 PM
Sales Queue,2022,308,PROCESSED,SIDNEY FONTENOT (SFONTENOT),101494,Active,1270-58-4142,MFO08,MAGNOLIA FOREST,506,HERMITAGE CTR,"PEARL RIVER, 70452",Cost,7/19/2022 12:08:02 PM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),113143,Active,1288-09-3040,BLG09,BAYOU LIBERTY GARDENS,58383,EAST AV,"SLIDELL, 70460",Cost,7/19/2022 12:13:56 PM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),133310,Active,7674-24-3207,LIP09,LINCOLN PARK,0,NO ADDRESS ,"SLIDELL, 70458",Cost,7/19/2022 12:14:44 PM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),105582,Active,1280-64-9910,HVI09,HUNTWYCK VILLAGE,503,PORTSMOUTH DR,"SLIDELL, 70460",Cost,7/19/2022 12:15:39 PM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),108379,Active,1280-68-5739,HVI09,HUNTWYCK VILLAGE,107,QUEEN ANNE DR,"SLIDELL, 70460",Cost,7/19/2022 12:17:12 PM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),104269,Active,1280-63-3240,BRD28,BERNARD RD,36315,BERNARD RD,"SLIDELL, 70460",Cost,7/19/2022 12:18:00 PM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),89684,Active,1240-52-1531,WEE09,WESTCHESTER ESTATES,3855,KENT ST,"SLIDELL, 70458",Cost,7/19/2022 12:18:43 PM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),102475,Active,1271-12-4803,MFO08,MAGNOLIA FOREST,520,SOUTHDOWN DR,"PEARL RIVER, 70452",Cost,7/19/2022 12:19:30 PM
Sales Queue,2022,308,PROCESSED,SIDNEY FONTENOT (SFONTENOT),101092,Active,1268-20-2383,APA08,ASHTON PARC,305,SETTLEMENT CTR,"SLIDELL, 70458",Cost,7/19/2022 12:30:27 PM
Sales Queue,2022,308,PROCESSED,SIDNEY FONTENOT (SFONTENOT),134920,Active,7672-88-0492,LVI09,LAKESHORE VILLAGES,5553,WAKE RESERVE RD,"SLIDELL, 70461",Cost,7/19/2022 12:38:19 PM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),134247,Active,6689-48-9248,DPE04,,67724,RING NECK DOVE DR,"COVINGTON, 70433",Cost,7/19/2022 12:38:50 PM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),116376,Active,1318-05-2392,RKS08,RIVER OAKS SUB,1048,CLAIRE DR,"SLIDELL, 70461",Cost,7/19/2022 12:41:44 PM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),106451,Active,1280-66-0930,SMA09,SLIDELL MANOR,1549,LIVE OAK ST,"SLIDELL, 70460",Cost,7/19/2022 12:43:29 PM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),33595,Active,1078-10-1996,ORC03,ORCHARDS AT ST TAMMANY OAKS,371,N ORCHARD LN,"COVINGTON, 70433",Cost,7/19/2022 12:44:12 PM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),32558,Active,1071-42-1186,VER03,VERSAILLES,1504,RUE HAMLET ,"COVINGTON, 70433",Cost,7/19/2022 12:45:26 PM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),99317,Active,1261-36-2306,OGR08,OAK GROVE ESTATES,5,WEEPING OAK LN,"SLIDELL, 70458",Cost,7/19/2022 12:47:37 PM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),7187,Active,1041-05-7901,PLOTH,PORT LOUIS TOWNHOUSES,59,RUE DU SUD ,"MADISONVILLE, 70447",Cost,7/19/2022 12:48:34 PM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),598,Active,1018-14-2477,OLA01,OLD PONCHATOULA HWY MDSNVLE,0,PONCHATOULA AV,"MADISONVILLE, 70447",Cost,7/19/2022 12:54:17 PM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),18939,Active,1060-07-6120,OLA03,OLD LANDING,115,ANN ST,"COVINGTON, 70433",Cost,7/19/2022 1:06:19 PM
Sales Queue,2022,308,PROCESSED,SIDNEY FONTENOT (SFONTENOT),134940,Active,7673-90-8742,LVI09,LAKESHORE VILLAGES,1847,E LAKESHORE LANDING DR,"SLIDELL, 70461",Cost,7/19/2022 1:07:08 PM
Sales Queue,2022,308,PROCESSED,SIDNEY FONTENOT (SFONTENOT),134937,Active,7673-91-8011,LVI09,LAKESHORE VILLAGES,3631,TRESTLE CROSSING AV,"SLIDELL, 70461",Cost,7/19/2022 1:08:11 PM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),79522,Active,1218-21-2797,OAT07,OAKLAWN TRACE,60305,SUNSET OAK BLVD,"LACOMBE, 70445",Cost,7/19/2022 1:09:17 PM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),34160,Active,1078-15-5971,PPL03,PALM PLAZA,74491,THETA AV,"COVINGTON, 70435",Cost,7/19/2022 1:09:44 PM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),13300,Active,1048-18-3127,GRO01,GRAND OAKS,773,ENGLISH OAK DR,"MADISONVILLE, 70447",Cost,7/19/2022 1:11:07 PM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),13300,Active,1048-18-3127,GRO01,GRAND OAKS,773,ENGLISH OAK DR,"MADISONVILLE, 70447",Cost,7/19/2022 1:12:04 PM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),96204,Active,1260-57-7960,KIN08,KINGSPOINT,311,BROOKHAVEN CTR,"SLIDELL, 70461",Cost,7/19/2022 1:12:35 PM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),18061,Active,1060-06-5439,DSP03,DIVISION OF SPR/SUM (COVINGTON,204,S NEW HAMPSHIRE ST,"COVINGTON, 70433",Cost,7/19/2022 1:14:08 PM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),3827,Active,1038-13-2300,TEB01,TERRA BELLA,568,BOCAGE CTR,"COVINGTON, 70433",Cost,7/19/2022 2:18:12 PM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),111245,Active,1281-21-8921,BEL09,BELAIR,5440,CLEARPOINT DR,"SLIDELL, 70460",Cost,7/19/2022 2:27:24 PM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),50086,Active,1121-25-3824,WOO04,WOODLANDS,163,CHESTNUT OAK DR,"MANDEVILLE, 70448",Cost,7/19/2022 2:28:16 PM
Sales Queue,2022,308,PROCESSED,BROOKE KEEN (BKEEN),56536,Active,1140-27-2280,NGS04,NEW GOLDEN SHORES,3641,MONROE ST,"MANDEVILLE, 70448",Cost,7/19/2022 2:28:51 PM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),9303,Active,1041-40-6714,DOM01,DOMINION,313,JADE CTR,"MADISONVILLE, 70447",Cost,7/19/2022 2:34:12 PM
Sales Queue,2022,308,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),43377,Active,1120-24-0842,COVCD,COURT VILLAS,34,S COURT VILLA DR,"MANDEVILLE, 70471",Cost,7/19/2022 2:34:53 PM
Sales Queue,2022,308,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),43651,Active,1120-24-4414,HY190,HWY 190 EAST,24447,HWY 190 ,"LACOMBE, 70445",Cost,7/19/2022 2:36:03 PM
Sales Queue,2022,308,PROCESSED,JOANNE PULITZER (JPULITZER),27371,Active,1070-17-8004,CHY5907,COMMERCIAL HWY 59  TD 7,0,MIRE DR,"ABITA SPRINGS, 70420",Cost,7/19/2022 2:42:01 PM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),100860,Active,1268-16-3038,BER08,BERKSHIRE SUBDIVISION TD 26,1092,BERKSHIRE DR,"PEARL RIVER, 70452",Cost,7/19/2022 2:44:08 PM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),112984,Active,1288-07-4331,BRL09,BRIER LAKE ESTATES TAX DIST 28,31041,BELMONT CTR,"LACOMBE, 70445",Cost,7/19/2022 2:44:47 PM
Sales Queue,2022,308,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),11578,Active,1048-13-2353,TCL01,TCHEFUNCTA CLUB ESTATES PH 2,110,HUMMINGBIRD RD,"COVINGTON, 70433",Cost,7/19/2022 2:45:27 PM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),84667,Active,1230-48-0665,SUN08,SUNCREST,357,E SUNCREST LOOP,"SLIDELL, 70458",Cost,7/19/2022 2:46:08 PM
Sales Queue,2022,308,PROCESSED,DAVID GARRETT (DGARRETT),114493,Active,1310-72-0445,QRI08,QUAIL RIDGE SUB,804,BOB O LINK CTR,"SLIDELL, 70458",Cost,7/19/2022 2:47:16 PM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),15079,Active,1050-04-9859,MER02,MERRYWOOD ESTATES,507,NORMANDY DR,"FOLSOM, 70437",Cost,7/19/2022 2:48:19 PM
Sales Queue,2022,308,PROCESSED,LAURA ROGERS (LROGERS),4844,Active,1038-19-1365,MDL01,MAISON DU LAC,419,CERCLE DU LAC ,"COVINGTON, 70433",Cost,7/19/2022 2:49:04 PM
Sales Queue,2022,308,PROCESSED,BRITTANY BOOTH (BBOOTH),110564,Active,1281-08-2507,OAK09,OAKMONT,309,RIVIERA DR,"SLIDELL, 70460",Cost,7/19/2022 2:50:42 PM
Sales Queue,2022,308,PROCESSED,ROY HOLLYFIELD (RHOLLYFIELD),45424,Active,1120-26-6590,GCY04,GREENLEAVES COLONY,35,STONEBRIDGE CTR,"MANDEVILLE, 70448",Cost,7/19/2022 2:51:28 PM
